AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,FRONT_CT_TOUCHES,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,PAINT_TOUCHES
33.0,80.0,235.0,21.0,0.128,102.59,1560,5.2,2.7,1.55,4.13,0.5,15.6,0.88,0.5,0.7
30.0,82.0,231.0,15.8,0.113,98.04,2513,3.4,1.2,1.14,4.34,0.2,15.6,0.44,0.4,1.3
27.0,82.0,253.0,34.4,0.284,102.47,4556,17.7,3.6,2.28,3.73,3.6,42.0,1.11,3.3,7.4
21.0,84.0,240.0,17.8,0.168,102.94,1451,5.4,0.1,1.33,4.19,0.0,11.2,0.41,1.7,5.6
24.0,79.0,202.0,21.1,0.17,99.33,2929,7.0,3.7,1.61,4.3,2.1,20.0,2.54,0.1,0.5
29.0,80.0,235.0,21.0,0.131,97.28,1956,5.3,2.0,1.55,4.44,1.0,20.4,0.44,0.9,1.2
26.0,78.0,213.0,14.4,0.171,95.32,1653,4.3,3.9,1.07,4.45,1.0,13.5,4.94,0.5,1.2
25.0,81.0,255.0,18.2,0.146,97.92,3042,4.3,0.1,1.27,4.2,0.1,15.1,0.28,2.9,5.3
23.0,83.0,270.0,7.1,0.127,105.27,458,1.6,0.0,0.51,3.91,0.0,4.1,0.35,0.4,2.4
25.0,75.0,200.0,24.2,0.117,99.79,4071,5.2,5.2,1.91,4.45,1.6,17.5,4.03,0.2,0.4
23.0,78.0,190.0,15.5,0.153,100.76,2222,5.0,1.0,1.12,4.38,0.7,13.5,0.79,0.3,0.3
29.0,80.0,225.0,25.9,0.183,102.63,3988,8.8,5.7,2.04,4.42,2.8,27.8,1.76,1.4,1.7
22.0,76.0,201.0,15.7,0.205,103.5,2107,6.7,4.4,1.2,4.27,2.0,14.1,3.06,0.3,0.5
22.0,80.0,210.0,26.8,0.179,99.79,4278,7.8,4.8,1.98,4.43,0.4,29.2,0.85,2.5,3.4
25.0,78.0,214.0,15.5,0.212,96.25,1313,5.9,3.2,1.09,4.22,1.9,14.2,2.98,0.5,0.8
29.0,73.0,200.0,10.9,0.163,102.21,934,3.7,1.4,0.86,4.44,1.0,8.4,1.3,0.1,0.3
26.0,78.0,205.0,31.6,0.279,104.41,3231,17.3,14.3,2.35,4.19,8.1,33.1,3.69,0.9,1.2
27.0,79.0,240.0,22.9,0.211,99.78,3283,8.7,0.8,1.6,3.9,1.0,21.6,0.77,3.0,6.5
38.0,83.0,250.0,29.2,0.251,95.66,4306,12.2,0.9,1.9,3.91,0.9,39.7,0.53,7.4,8.1
27.0,79.0,215.0,29.5,0.161,96.3,4499,9.1,1.2,1.99,4.05,2.9,25.7,0.81,0.9,1.6
23.0,77.0,198.0,11.0,0.238,103.77,903,4.7,4.2,0.86,4.38,1.3,10.6,2.79,0.1,0.2
31.0,76.0,195.0,19.9,0.159,103.77,2881,5.9,2.7,1.54,4.37,1.1,18.2,1.6,0.3,1.2
22.0,74.0,184.0,17.9,0.124,97.49,2985,4.0,2.7,1.34,4.5,1.0,12.8,4.28,0.2,0.3
32.0,75.0,205.0,32.9,0.231,101.18,4666,14.2,13.0,2.46,4.22,6.2,24.9,4.43,0.7,2.3
25.0,78.0,210.0,27.4,0.169,101.06,4223,9.6,3.9,2.09,4.27,3.2,26.7,1.76,0.6,0.4
26.0,83.0,265.0,34.4,0.134,95.35,5588,6.5,0.0,2.23,3.9,0.0,19.9,0.19,2.4,10.4
35.0,73.0,180.0,17.1,0.166,99.08,1591,4.8,5.8,1.19,3.88,1.4,16.1,4.43,0.4,0.4
25.0,79.0,205.0,12.8,0.161,100.24,1500,4.2,1.9,1.03,4.53,1.1,10.4,1.41,0.2,0.6
24.0,83.0,235.0,18.2,0.168,94.06,2494,4.3,0.5,1.33,4.35,0.1,15.8,0.51,3.6,5.7
32.0,80.0,250.0,25.0,0.167,97.1,3986,7.3,3.0,1.79,4.3,0.8,30.0,0.7,2.5,3.0
29.0,73.0,175.0,28.5,0.221,98.26,3902,10.3,6.5,1.85,3.92,4.9,25.5,2.98,0.5,0.5
21.0,76.0,215.0,11.6,0.213,99.92,1353,4.8,3.9,0.88,4.24,1.6,11.4,3.4,0.2,0.3
21.0,76.0,210.0,32.1,0.16,97.57,4953,10.1,5.0,2.27,4.25,1.9,26.9,1.62,0.8,1.7
25.0,78.0,205.0,29.6,0.284,102.65,2839,16.3,15.0,2.12,4.11,6.7,28.5,4.5,1.0,1.7
31.0,82.0,289.0,23.3,0.24,97.27,2217,10.7,0.0,1.54,3.97,0.9,22.0,0.54,3.2,4.6
34.0,81.0,230.0,29.2,0.14,93.56,3590,7.6,1.7,2.2,4.55,1.3,28.8,0.8,0.6,1.1
27.0,75.0,190.0,11.5,0.137,101.01,977,3.4,0.4,0.95,4.63,1.5,8.3,1.14,0.1,0.2
27.0,77.0,194.0,27.3,0.266,99.17,4582,14.6,9.3,2.06,4.28,5.4,29.7,2.79,0.8,1.4
33.0,84.0,270.0,14.7,0.228,99.87,1410,6.1,1.2,1.05,4.0,0.7,15.7,0.62,2.7,4.7
21.0,77.0,202.0,19.5,0.173,102.96,1919,6.4,2.8,1.47,4.3,0.8,13.0,1.89,0.6,1.7
23.0,72.0,195.0,7.9,0.199,99.41,608,3.0,3.7,0.62,4.6,0.6,6.5,5.33,0.0,0.1
23.0,79.0,232.0,6.4,0.101,105.13,292,1.2,0.1,0.48,4.23,0.0,4.0,0.4,0.1,1.0
26.0,85.0,250.0,20.1,0.214,107.31,3447,8.4,0.5,1.52,4.23,0.1,24.0,0.37,2.4,6.5
22.0,81.0,265.0,10.8,0.188,96.03,733,3.5,0.6,0.76,4.29,0.3,8.1,0.4,0.9,1.6
26.0,80.0,220.0,17.0,0.195,103.26,1239,6.5,3.8,1.27,4.22,1.9,16.6,1.95,0.3,0.7
22.0,78.0,180.0,33.7,0.283,100.1,2462,16.1,25.2,2.44,4.08,6.5,27.8,5.55,0.3,0.6
27.0,82.0,228.0,18.7,0.195,101.86,2661,7.0,2.2,1.38,4.44,0.8,19.2,0.54,1.6,2.7
29.0,84.0,255.0,28.0,0.172,96.04,4549,9.6,0.7,1.9,4.08,0.4,24.1,0.48,3.8,7.2
31.0,80.0,226.0,31.3,0.17,102.13,5467,9.8,10.0,2.36,4.25,2.5,37.1,2.43,1.3,0.5
26.0,75.0,190.0,27.0,0.143,97.89,4506,7.4,6.1,2.07,4.64,3.2,22.0,4.52,0.5,0.5
34.0,80.0,237.0,19.5,0.12,101.7,2386,4.6,0.9,1.38,4.08,0.6,14.8,0.43,0.4,1.1
27.0,83.0,240.0,20.4,0.138,105.03,2859,5.6,0.4,1.64,4.49,0.1,19.8,0.23,1.3,1.7
33.0,81.0,186.0,15.9,0.13,104.04,1066,4.0,1.8,1.22,4.31,0.5,11.7,1.19,0.3,1.4
20.0,83.0,217.0,31.4,0.193,94.98,5017,9.6,6.7,2.19,4.19,2.0,28.3,1.64,2.3,3.8
21.0,84.0,210.0,21.9,0.179,103.87,1465,7.8,2.8,1.67,4.31,0.6,24.2,0.75,1.6,3.4
21.0,76.0,175.0,17.8,0.201,100.47,1901,6.2,6.1,1.39,4.42,1.3,19.3,2.94,0.2,0.5
25.0,76.0,200.0,33.7,0.206,97.78,4192,13.2,12.4,2.4,4.28,4.3,33.0,4.03,0.6,1.0
28.0,79.0,230.0,11.0,0.174,98.49,725,2.8,0.8,0.78,4.24,0.8,10.3,1.2,0.4,0.6
24.0,76.0,187.0,32.8,0.235,102.1,2577,16.2,5.6,2.54,4.33,4.3,32.8,1.69,0.7,1.2
22.0,81.0,230.0,11.1,0.134,99.44,574,3.0,0.6,0.76,4.43,0.1,8.5,0.62,0.2,0.8
30.0,77.0,200.0,26.5,0.167,96.12,4105,9.1,1.0,1.92,4.36,2.1,23.9,0.77,0.3,0.4
28.0,80.0,230.0,35.4,0.263,97.04,4872,16.4,8.3,2.4,4.07,6.0,42.6,2.02,2.1,2.5
21.0,75.0,185.0,12.2,0.199,98.26,1427,4.9,3.7,0.91,4.48,2.1,10.0,5.14,0.1,0.2
37.0,78.0,212.0,28.2,0.314,98.46,3820,16.9,4.8,1.89,4.02,8.4,34.9,2.32,1.2,1.2
26.0,76.0,191.0,9.0,0.14,96.71,1009,2.5,1.8,0.65,4.37,0.8,7.3,3.66,0.1,0.3
28.0,83.0,265.0,31.7,0.152,97.0,5190,7.1,0.1,2.03,3.84,0.0,24.4,0.22,2.2,9.6
28.0,84.0,240.0,9.1,0.099,102.14,387,1.8,0.3,0.7,4.29,0.1,6.3,0.48,1.0,2.2
25.0,75.0,195.0,35.7,0.304,98.54,5495,19.7,13.6,2.49,4.19,8.9,28.7,5.69,0.6,0.8
19.0,78.0,180.0,28.8,0.247,103.35,3169,13.2,12.6,2.32,4.54,4.2,30.1,3.64,0.5,1.6
21.0,77.0,207.0,34.7,0.24,94.11,4965,15.7,4.6,2.49,4.34,7.1,47.6,2.01,1.5,1.3
22.0,76.0,200.0,10.5,0.217,105.91,730,3.8,2.7,0.81,4.48,1.6,12.1,3.18,0.2,0.3
25.0,74.0,179.0,22.4,0.176,98.82,1522,7.6,4.5,1.75,4.75,3.6,24.1,3.73,0.6,0.8
25.0,83.0,240.0,30.8,0.192,97.7,3831,11.5,2.3,2.22,4.07,1.0,28.4,0.67,1.2,3.8
25.0,76.0,203.0,23.9,0.187,102.79,2155,8.0,4.6,1.79,4.26,1.9,19.3,2.32,0.5,1.6
29.0,76.0,210.0,21.4,0.235,94.47,2194,9.1,3.9,1.47,4.15,4.3,27.8,1.89,0.6,0.2
22.0,83.0,247.0,26.7,0.228,92.85,4147,10.7,0.8,1.81,4.08,0.5,26.1,0.58,3.6,6.1
23.0,82.0,242.0,28.1,0.238,103.38,3382,12.8,5.3,2.11,4.18,0.7,23.8,0.99,1.4,4.0
30.0,78.0,205.0,30.0,0.14,97.29,3955,8.6,1.3,2.22,4.18,1.7,26.4,0.55,0.3,0.7
28.0,77.0,200.0,24.6,0.171,98.91,3292,8.2,4.8,1.86,4.19,2.1,23.1,1.84,0.5,1.0
26.0,82.0,265.0,28.0,0.181,97.13,4351,9.1,0.2,2.02,4.37,0.3,32.4,0.31,4.8,7.7
27.0,84.0,250.0,17.6,0.176,104.7,2119,5.8,0.4,1.32,4.16,0.1,17.0,0.52,2.3,5.4
22.0,76.0,192.0,14.5,0.24,101.32,1745,6.9,4.9,1.12,4.33,3.5,12.1,3.24,0.2,0.3
24.0,79.0,232.0,36.0,0.204,97.07,3494,14.5,7.1,2.57,4.01,3.9,34.3,1.65,0.8,3.1
31.0,83.0,254.0,26.8,0.163,98.52,3076,6.8,1.9,1.99,4.23,0.4,32.7,1.02,3.5,7.6
29.0,69.0,185.0,26.9,0.276,103.05,1854,13.2,12.3,1.84,4.25,5.7,22.7,4.45,0.3,0.3
24.0,75.0,193.0,31.5,0.285,94.52,3290,16.6,12.0,2.14,4.08,7.1,31.2,4.84,0.7,0.9
31.0,77.0,181.0,32.1,0.205,99.34,4713,12.6,6.1,2.31,4.11,4.0,31.9,2.54,0.9,1.5
35.0,79.0,240.0,33.4,0.178,96.17,5413,10.6,5.8,2.31,4.17,3.8,38.6,2.46,1.8,1.0
31.0,79.0,210.0,19.1,0.182,96.66,2080,6.9,0.9,1.25,3.91,3.4,16.6,1.42,0.3,0.3
26.0,78.0,235.0,32.4,0.169,98.29,4773,10.0,1.6,2.24,4.15,2.2,32.5,0.81,0.5,1.8
31.0,80.0,250.0,35.6,0.305,94.61,5344,18.6,11.1,2.31,3.9,5.7,46.2,3.06,3.1,4.4
30.0,82.0,230.0,19.8,0.192,99.77,1035,7.3,4.9,1.43,4.04,1.8,24.9,1.37,0.4,0.6
29.0,83.0,265.0,31.5,0.151,98.61,4975,7.5,0.1,2.04,3.9,0.0,25.6,0.24,2.7,10.3
25.0,72.0,180.0,27.8,0.166,97.66,4638,8.9,5.0,2.04,4.42,4.0,22.0,3.45,0.6,0.4
23.0,84.0,222.0,15.4,0.172,100.54,1989,4.8,0.5,1.15,4.51,0.1,14.1,0.45,1.5,2.8
25.0,84.0,284.0,32.0,0.266,96.9,4733,14.7,3.2,2.2,3.88,1.9,57.5,1.13,7.9,5.8
23.0,82.0,250.0,32.6,0.238,97.52,4983,13.5,2.7,2.17,4.06,1.1,51.0,0.99,4.2,6.3
22.0,77.0,220.0,25.9,0.155,98.46,2231,7.5,3.3,1.94,4.19,1.3,19.3,1.19,0.7,1.6
28.0,80.0,235.0,22.3,0.166,96.57,2629,6.5,2.2,1.62,4.38,1.5,25.4,0.66,1.6,1.5
26.0,86.0,248.0,17.0,0.163,93.64,1849,4.4,0.5,1.2,4.26,0.1,13.0,0.37,3.4,4.1
28.0,77.0,179.0,12.3,0.191,107.01,743,4.8,2.5,0.88,3.94,2.3,10.7,2.97,0.1,0.1
23.0,78.0,223.0,33.9,0.245,99.75,3997,15.6,8.5,2.48,4.11,4.1,31.5,1.93,1.1,2.2
33.0,81.0,245.0,16.4,0.21,100.21,1880,6.1,0.8,1.15,4.23,0.2,20.9,0.67,2.7,4.6
24.0,75.0,195.0,15.6,0.159,100.95,1769,5.4,1.3,1.21,4.36,1.9,15.1,1.56,0.1,0.3
24.0,84.0,255.0,25.9,0.204,94.28,3073,8.9,0.3,1.75,4.06,0.2,23.4,0.37,2.1,8.6
24.0,84.0,240.0,25.8,0.197,100.78,2780,10.2,2.9,1.96,4.3,0.5,21.5,0.63,0.9,2.3
27.0,82.0,238.0,27.2,0.223,103.04,3214,12.4,1.3,1.99,4.39,2.8,27.2,0.72,0.9,3.3
27.0,72.0,201.0,21.1,0.193,97.72,863,6.9,7.1,1.52,4.34,2.3,21.0,5.14,0.0,0.5
28.0,81.0,220.0,28.3,0.134,101.22,4828,7.3,2.7,2.14,4.25,0.5,16.9,0.92,1.1,2.4
30.0,77.0,180.0,16.7,0.189,100.62,1965,6.2,4.1,1.23,4.2,2.4,17.4,1.88,0.1,0.6
25.0,76.0,214.0,25.3,0.236,96.26,4066,11.7,4.4,1.95,4.66,5.2,27.2,2.09,0.5,0.8
32.0,84.0,260.0,21.6,0.104,93.46,1131,3.0,0.3,1.38,3.84,0.2,20.1,0.47,3.7,4.1
34.0,80.0,250.0,35.2,0.311,104.12,4218,19.9,12.4,2.37,3.78,7.4,37.4,3.32,2.6,2.8
30.0,75.0,210.0,32.2,0.316,101.42,2717,18.2,15.4,2.12,3.72,6.7,26.6,5.18,0.2,0.4
29.0,87.0,290.0,8.7,0.276,102.36,725,3.8,0.0,0.6,4.17,0.2,8.8,0.36,1.1,4.5
30.0,82.0,245.0,32.1,0.202,99.66,5464,12.8,2.1,2.17,4.06,0.4,42.1,0.57,4.7,6.4
28.0,76.0,190.0,28.3,0.172,99.88,4342,9.2,6.1,2.06,4.1,1.8,20.3,3.4,0.6,1.1
32.0,77.0,181.0,18.1,0.18,100.45,1939,6.5,3.5,1.34,4.12,2.4,16.2,3.16,0.3,0.4
20.0,78.0,215.0,6.9,0.092,100.99,417,1.2,0.4,0.49,4.26,0.1,4.2,0.82,0.1,0.1
24.0,76.0,210.0,12.8,0.124,98.16,1569,2.6,5.0,0.97,4.32,0.3,9.0,4.56,0.2,0.5
34.0,72.0,180.0,13.6,0.183,103.45,1111,5.1,1.9,1.04,4.34,1.8,10.1,3.02,0.2,0.1
21.0,75.0,178.0,22.8,0.213,100.48,2869,9.8,7.1,1.7,4.3,4.5,21.4,2.97,0.1,0.4
25.0,71.0,175.0,12.3,0.174,105.93,626,3.4,6.4,0.97,4.76,1.2,9.7,5.37,0.1,0.3
32.0,81.0,250.0,25.8,0.191,98.38,2435,8.9,1.7,1.65,3.69,2.4,29.8,1.51,1.9,2.0
27.0,73.0,184.0,34.7,0.286,96.44,5502,18.3,12.4,2.39,4.14,8.4,29.7,5.72,0.5,0.7
22.0,82.0,220.0,36.1,0.272,93.4,4765,17.6,3.0,2.35,3.91,3.0,38.1,0.64,6.6,7.7
32.0,72.0,175.0,31.5,0.239,96.97,3889,12.9,9.7,2.07,3.95,9.3,32.7,4.92,1.1,0.7
27.0,73.0,170.0,14.2,0.125,98.02,1715,2.9,2.7,1.03,4.42,1.3,10.0,4.64,0.2,0.4
26.0,83.0,254.0,3.0,0.168,104.93,131,0.8,0.0,0.21,4.24,0.0,2.2,0.31,0.2,1.0
30.0,78.0,214.0,28.6,0.171,96.97,4691,9.0,6.2,2.06,4.05,3.5,26.0,3.06,0.4,0.5
26.0,84.0,280.0,29.5,0.315,102.07,3201,15.7,2.4,2.0,3.77,3.6,42.8,0.89,5.0,6.7
30.0,75.0,190.0,34.6,0.269,99.14,4437,18.8,11.2,2.58,4.19,9.8,33.9,3.92,0.8,0.9
21.0,80.0,250.0,28.3,0.17,101.24,2988,8.8,2.0,2.05,4.07,0.1,22.2,0.71,1.5,4.7
22.0,77.0,202.0,23.6,0.218,100.59,2583,9.0,6.8,1.81,4.31,2.0,21.6,2.52,0.4,1.9
22.0,70.0,160.0,23.4,0.184,100.85,3477,7.8,8.2,1.72,4.44,4.7,17.7,5.38,0.4,0.3
27.0,78.0,235.0,26.1,0.169,99.67,4339,8.4,2.0,1.82,4.22,1.5,22.5,0.7,0.6,1.8
23.0,79.0,205.0,32.5,0.2,96.86,5168,11.8,7.8,2.42,4.49,2.5,38.5,1.69,0.8,1.0
27.0,72.0,175.0,29.1,0.235,99.41,4633,12.6,15.4,2.24,4.64,5.0,31.5,4.72,0.4,0.6
24.0,77.0,201.0,13.6,0.218,103.54,1962,5.1,2.9,1.01,4.46,1.9,12.4,2.97,0.2,0.4
34.0,81.0,245.0,15.0,0.225,95.09,1012,6.1,2.7,1.0,4.0,0.5,15.1,0.58,0.7,1.2
27.0,72.0,185.0,15.8,0.196,98.99,1074,6.3,4.6,1.21,4.29,2.3,14.6,4.08,0.4,0.3
30.0,82.0,240.0,17.3,0.171,93.11,737,5.4,3.0,1.2,4.15,0.6,22.3,0.93,2.4,2.0
27.0,78.0,219.0,6.4,0.202,109.71,296,2.4,1.8,0.55,4.48,0.4,6.0,2.01,0.1,1.0
31.0,79.0,221.0,20.5,0.139,100.36,3329,5.7,1.5,1.6,4.41,0.8,15.7,0.89,0.5,1.8
32.0,75.0,210.0,22.2,0.259,102.65,1614,10.0,8.6,1.48,3.7,3.1,18.2,4.98,0.2,0.2
26.0,82.0,220.0,18.5,0.148,99.92,2344,4.4,0.3,1.4,4.2,0.3,15.9,0.38,2.7,5.3
26.0,81.0,221.0,33.4,0.238,98.94,4541,14.2,8.2,2.48,4.16,3.8,31.9,1.96,1.2,2.3
21.0,80.0,208.0,31.2,0.218,102.43,3659,12.5,8.6,2.37,4.3,2.3,26.6,1.89,0.7,1.8
21.0,82.0,230.0,8.7,0.136,100.13,972,2.6,0.8,0.64,4.51,0.2,6.5,0.47,0.4,0.9
33.0,74.0,175.0,16.3,0.139,98.23,2067,4.0,1.9,1.18,4.34,1.7,14.4,3.02,0.4,0.5
23.0,81.0,230.0,20.1,0.124,97.06,2556,4.8,0.7,1.5,4.5,0.4,15.1,0.39,2.2,3.7
24.0,83.0,250.0,29.4,0.18,98.47,3736,9.5,1.2,2.12,4.07,1.1,23.7,0.51,2.0,3.4
37.0,78.0,220.0,24.4,0.223,97.63,4028,10.0,4.8,1.63,4.03,3.0,29.4,1.28,0.6,1.1
25.0,79.0,220.0,35.0,0.282,93.71,4110,16.5,11.8,2.42,4.15,7.7,43.2,3.23,1.3,1.0
27.0,76.0,200.0,23.5,0.147,100.62,3252,7.0,4.8,1.92,4.57,1.0,19.8,1.79,0.6,1.4
24.0,81.0,205.0,16.3,0.152,100.96,1882,4.6,3.1,1.29,4.44,0.3,12.5,1.13,0.5,1.2
26.0,80.0,228.0,25.3,0.203,96.9,3425,9.3,0.8,1.75,4.16,0.4,23.2,0.64,3.0,8.9
29.0,72.0,205.0,34.5,0.246,95.19,4791,14.9,10.3,2.28,3.97,6.8,31.5,4.79,0.7,1.2
26.0,82.0,240.0,36.1,0.216,94.85,1570,16.1,1.8,2.45,4.07,3.3,31.7,0.52,2.8,5.5
28.0,80.0,230.0,37.5,0.271,98.4,4923,18.6,14.1,2.72,4.06,6.2,41.5,2.84,1.8,3.4
22.0,84.0,250.0,11.6,0.144,105.37,579,2.9,0.2,0.91,4.4,0.0,10.6,0.4,1.2,3.6
22.0,84.0,215.0,22.0,0.158,102.82,3300,7.0,2.1,1.73,4.39,0.5,15.7,0.91,0.8,2.2
32.0,82.0,233.0,24.0,0.211,98.8,2526,9.3,2.0,1.66,3.87,2.6,25.3,0.91,0.7,0.9
30.0,78.0,209.0,12.5,0.079,98.48,1477,1.8,1.4,0.9,4.46,0.4,8.5,1.75,0.1,0.2
29.0,77.0,226.0,31.2,0.098,98.5,4924,5.8,2.1,2.34,4.21,0.4,27.3,0.7,0.7,1.2
22.0,74.0,195.0,11.7,0.139,98.93,1402,3.3,1.4,0.92,4.35,0.9,8.8,3.13,0.2,0.3
34.0,77.0,215.0,14.4,0.116,101.35,725,3.4,1.3,1.08,4.18,1.0,9.2,1.79,0.0,0.3
27.0,79.0,209.0,13.1,0.189,104.97,1263,5.2,1.5,1.05,4.42,1.3,10.6,0.79,0.2,0.7
24.0,83.0,245.0,16.0,0.178,104.8,1568,5.1,1.4,1.19,4.29,0.1,14.7,0.51,1.0,2.4
24.0,73.0,190.0,25.0,0.196,98.84,3490,9.2,8.9,1.89,4.29,3.1,22.3,4.13,0.2,0.4
30.0,80.0,226.0,31.4,0.156,97.56,5236,8.8,8.7,2.25,4.33,2.1,37.0,1.97,1.2,0.5
21.0,77.0,175.0,16.3,0.148,103.36,1301,4.4,4.9,1.29,4.39,1.5,13.4,4.1,0.1,0.2
29.0,72.0,161.0,21.6,0.201,99.82,3233,8.1,7.2,1.52,4.23,2.6,15.0,5.32,0.3,0.7
27.0,79.0,270.0,7.5,0.166,104.55,478,2.3,0.1,0.5,3.97,0.2,6.4,0.42,1.6,1.8
35.0,81.0,254.0,19.4,0.138,96.86,2848,4.5,0.6,1.27,3.96,0.4,18.7,0.44,4.1,3.7
38.0,83.0,253.0,20.5,0.19,92.44,2132,6.6,0.3,1.39,4.09,2.0,23.0,0.26,3.2,3.5
27.0,84.0,255.0,18.4,0.158,103.36,2536,5.9,0.6,1.4,4.59,0.1,19.6,0.37,1.2,3.1
27.0,80.0,212.0,32.1,0.149,95.94,4677,8.8,2.0,2.19,4.11,1.1,31.8,1.12,0.8,3.1
21.0,77.0,215.0,21.0,0.158,102.4,3536,6.6,2.4,1.51,4.01,0.1,17.9,0.72,1.1,2.8
31.0,79.0,192.0,17.7,0.132,97.21,2726,4.2,1.6,1.27,4.33,2.3,16.4,2.97,0.9,1.9
30.0,83.0,240.0,32.8,0.179,95.31,5273,10.4,0.6,2.28,4.18,0.9,30.9,0.31,6.9,7.8
29.0,80.0,237.0,18.5,0.194,99.15,2894,6.9,1.1,1.35,4.42,1.2,19.3,0.6,2.8,2.1
35.0,73.0,180.0,17.1,0.166,99.08,1591,4.8,5.8,1.19,3.88,1.4,16.1,4.43,0.4,0.4
26.0,81.0,230.0,26.8,0.152,97.93,3663,7.1,1.8,1.93,4.13,0.7,27.4,1.2,5.9,6.3
26.0,77.0,210.0,17.9,0.097,101.72,2745,3.6,1.2,1.41,4.44,0.5,13.3,1.28,0.6,1.4
34.0,81.0,237.0,17.8,0.155,100.84,826,5.4,1.3,1.36,4.23,0.9,13.3,0.91,0.4,1.6
24.0,81.0,218.0,10.6,0.17,97.73,1075,3.3,0.3,0.77,4.37,0.4,7.5,0.37,1.0,2.5
23.0,81.0,214.0,15.9,0.165,99.54,2375,4.3,3.2,1.17,4.42,0.4,13.7,1.46,0.5,1.3
27.0,83.0,245.0,9.8,0.107,104.95,712,1.9,0.1,0.73,4.15,0.0,6.0,0.3,0.8,2.4
25.0,73.0,190.0,31.9,0.215,95.68,5036,12.8,13.6,2.34,4.12,5.2,28.7,4.26,0.3,0.4
28.0,78.0,233.0,11.0,0.116,94.8,822,2.4,0.8,0.77,4.22,0.9,11.2,1.02,0.1,0.1
30.0,81.0,230.0,13.7,0.118,105.18,1885,3.5,0.3,1.07,4.33,0.1,8.2,0.27,0.5,1.2
22.0,82.0,230.0,34.2,0.215,103.99,5838,12.2,9.9,2.53,4.17,1.2,27.1,3.39,3.0,6.0
24.0,84.0,245.0,7.3,0.147,103.02,785,1.8,0.1,0.57,4.47,0.1,6.0,0.47,0.8,2.1
21.0,79.0,205.0,20.3,0.143,99.66,3323,5.6,1.4,1.43,4.23,0.8,14.6,0.91,0.3,1.3
27.0,81.0,221.0,35.0,0.273,100.4,4681,17.8,9.4,2.56,4.09,4.5,33.6,2.42,1.0,1.8
27.0,82.0,278.0,11.4,0.184,98.31,1151,4.0,0.1,0.79,4.22,0.3,9.8,0.52,1.6,2.8
26.0,80.0,216.0,23.8,0.169,94.83,3663,7.4,2.1,1.69,4.27,1.1,19.0,1.25,0.7,1.8
33.0,79.0,240.0,32.6,0.221,92.22,4963,12.9,5.1,2.17,4.0,4.1,33.7,2.66,1.1,1.6
36.0,74.0,185.0,19.5,0.201,96.93,2170,7.1,9.4,1.52,4.68,2.7,15.4,5.88,0.4,0.3
28.0,79.0,215.0,25.9,0.174,96.48,4106,9.2,1.8,1.95,4.25,2.0,25.5,0.59,0.3,0.9
32.0,76.0,213.0,23.2,0.194,92.47,2450,7.5,3.5,1.63,4.24,0.7,20.6,1.43,1.1,2.8
21.0,83.0,250.0,32.5,0.231,101.95,2623,14.9,0.5,2.31,3.98,0.8,35.7,0.37,5.9,13.9
23.0,76.0,190.0,27.4,0.132,103.11,3114,7.4,2.2,2.23,4.54,1.5,18.7,1.74,0.2,0.3
30.0,75.0,208.0,24.0,0.229,99.5,1542,10.5,8.5,1.75,4.08,3.9,19.1,4.47,0.4,0.6
23.0,76.0,203.0,23.0,0.168,107.06,3388,7.7,3.4,1.82,4.44,1.7,19.4,1.9,0.5,1.6
27.0,84.0,240.0,19.9,0.204,104.5,1696,7.9,1.8,1.47,4.21,0.4,25.0,0.51,3.4,3.5
30.0,83.0,235.0,32.0,0.224,92.83,4901,12.1,2.1,2.04,3.82,1.4,32.3,0.48,4.2,4.7
27.0,80.0,221.0,32.0,0.212,95.47,4843,12.7,3.9,2.22,4.15,1.5,32.8,0.7,4.4,4.4
25.0,78.0,196.0,9.2,0.115,97.47,928,2.0,0.9,0.72,4.39,0.1,8.9,0.55,0.0,0.6
27.0,81.0,225.0,31.6,0.168,101.42,5347,10.5,2.1,2.25,4.27,1.0,30.0,0.47,0.8,1.5
27.0,79.0,230.0,14.0,0.163,102.12,1955,4.9,1.5,1.07,4.3,0.8,12.0,0.81,0.1,0.2
25.0,78.0,230.0,17.7,0.136,96.5,1949,4.6,1.5,1.31,4.12,0.8,10.7,0.9,0.4,1.3
23.0,79.0,202.0,19.3,0.195,101.22,2243,7.7,3.2,1.51,4.39,2.3,20.4,1.76,0.2,0.3
32.0,81.0,266.0,28.2,0.257,92.74,4143,12.9,1.2,1.75,3.75,1.8,31.2,0.45,6.1,6.2
24.0,76.0,195.0,7.9,0.19,96.17,598,2.8,2.5,0.6,4.6,1.1,5.5,6.29,0.1,0.3
26.0,80.0,210.0,26.6,0.177,99.03,3901,8.9,3.2,1.94,4.06,1.1,23.0,0.71,1.0,2.8
23.0,80.0,250.0,24.0,0.228,100.62,1555,10.7,4.3,1.74,4.42,2.5,27.1,1.23,1.7,3.0
24.0,80.0,210.0,35.9,0.313,98.12,5578,20.6,11.4,2.42,3.83,8.2,42.4,2.76,1.7,2.2
23.0,83.0,245.0,28.5,0.238,94.66,4209,12.4,1.4,1.97,4.18,0.3,35.5,0.34,3.6,7.6
