PLAYER_NAME,SEASON,DIST_MILES,PACE,POSS,FRONT_CT_TOUCHES,MIN,FGA_PG,USG_PCT,PAINT_TOUCHES,AVG_SPEED,AVG_DRIB_PER_TOUCH,INJURED_TYPE,INJURY
Josh Richardson,15-16,1.54,95.27,2197,17.0,21.3,5.2,0.134,0.6,4.34,3.72,No_injury,0
Josh Smith,15-16,1.02,100.97,1857,18.6,16.0,6.3,0.221,2.2,3.82,0.88,No_injury,0
Jrue Holiday,15-16,2.08,99.13,3783,31.6,28.2,14.4,0.283,0.9,4.44,4.21,No_injury,0
Julius Randle,15-16,1.91,97.52,4632,26.6,28.2,10.3,0.209,4.2,4.07,1.23,Sprained_ankle,1
Justin Anderson,15-16,0.86,99.06,1329,10.7,11.8,3.2,0.152,0.5,4.41,1.07,No_injury,0
Justin Holiday,15-16,1.05,99.41,1588,11.9,14.6,4.3,0.16,0.6,4.36,1.65,No_injury,0
Justise Winslow,15-16,2.01,95.88,4461,22.2,28.6,5.9,0.122,2.6,4.23,1.2,Sprained_ankle,1
Jusuf Nurkic,15-16,1.18,97.83,1115,19.6,17.1,7.6,0.266,6.4,4.14,0.44,No_injury,0
KJ McDaniels,15-16,0.47,102.8,504,5.0,6.4,1.9,0.179,0.8,4.41,1.7,No_injury,0
Karl-Anthony Towns,15-16,2.16,97.06,5311,33.1,32.0,14.1,0.243,6.9,4.05,0.49,No_injury,0
Kawhi Leonard,15-16,2.45,94.95,4702,37.3,33.0,15.1,0.252,2.4,4.45,2.27,No_injury,0
Kelly Olynyk,15-16,1.44,101.67,2963,24.8,20.2,8.1,0.204,2.9,4.29,0.62,No_injury,0
Kelly Oubre Jr.,15-16,0.78,102.42,1428,7.4,10.7,3.3,0.166,1.0,4.4,1.49,No_injury,0
Kemba Walker,15-16,2.48,96.57,5814,30.2,35.6,16.4,0.261,0.8,4.19,5.51,Sore_knee,1
Kendall Marshall,15-16,0.95,102.81,855,14.6,13.3,3.9,0.179,0.3,4.29,3.58,No_injury,0
Kendrick Perkins,15-16,0.95,99.84,1123,10.9,14.6,2.0,0.103,2.4,3.92,0.43,No_injury,0
Kenneth Faried,15-16,1.75,96.9,3425,23.2,25.3,9.3,0.203,8.9,4.16,0.64,No_injury,0
Kent Bazemore,15-16,2.06,99.54,4308,30.6,27.8,9.7,0.195,1.9,4.46,1.47,No_injury,0
Kentavious Caldwell-Pope,15-16,2.56,96.45,5616,28.9,36.7,12.6,0.177,1.4,4.2,1.83,No_injury,0
Kevin Durant,15-16,2.28,99.34,5347,42.3,35.8,19.2,0.298,2.2,3.82,2.5,No_injury,0
Kevin Garnett,15-16,1.03,96.1,1115,13.4,14.6,3.0,0.114,1.4,4.22,0.22,No_injury,0
Kevin Love,15-16,2.1,93.82,4744,37.8,31.5,12.7,0.233,4.4,4.01,0.47,Knee_injury,1
Kevin Martin,15-16,1.37,98.65,2250,20.8,19.9,7.6,0.217,0.7,4.13,1.36,No_injury,0
Kevin Seraphin,15-16,0.78,97.92,1072,12.5,11.0,4.3,0.219,2.5,4.29,0.42,No_injury,0
Khris Middleton,15-16,2.49,96.27,5726,40.1,36.1,14.5,0.224,1.1,4.14,2.16,No_injury,0
Kirk Hinrich,15-16,1.03,97.03,1274,10.6,13.7,2.8,0.113,0.1,4.51,4.13,No_injury,0
Klay Thompson,15-16,2.41,101.35,5636,36.8,33.3,17.3,0.26,2.2,4.34,1.52,Sprained_ankle,1
Kobe Bryant,15-16,1.89,98.46,3820,34.9,28.2,16.9,0.314,1.2,4.02,2.32,No_injury,0
Kosta Koufos,15-16,1.37,100.91,3105,12.7,19.0,5.7,0.152,5.9,4.33,0.43,No_injury,0
Kostas Papanikolaou,15-16,0.84,94.44,581,10.8,11.3,2.5,0.141,0.5,4.44,1.43,No_injury,0
Kris Humphries,15-16,1.14,101.09,1745,16.3,15.7,5.6,0.189,2.2,4.34,0.41,No_injury,0
Kristaps Porzingis,15-16,1.94,94.93,4048,37.7,28.4,12.3,0.243,4.8,4.11,0.41,No_injury,0
Kyle Anderson,15-16,1.14,95.53,2473,16.8,16.0,3.8,0.143,0.8,4.3,1.67,No_injury,0
Kyle Korver,15-16,2.17,99.17,4995,25.6,30.0,7.7,0.132,0.7,4.36,0.64,No_injury,0
Kyle Lowry,15-16,2.47,93.63,5571,43.5,37.0,15.6,0.256,1.2,4.02,4.08,No_injury,0
Kyle O'Quinn,15-16,0.78,96.69,1540,15.6,11.8,4.2,0.206,2.5,4.0,0.32,Sprained_ankle,1
Kyle Singler,15-16,1.08,100.09,2033,10.1,14.4,3.3,0.113,1.2,4.51,0.75,No_injury,0
Kyrie Irving,15-16,2.14,94.52,3290,31.2,31.5,16.6,0.285,0.9,4.08,4.84,Sprained_ankle,1
LaMarcus Aldridge,15-16,2.08,94.3,4435,37.6,30.6,14.1,0.258,6.9,4.08,0.58,Sprained_ankle,1
Lamar Patterson,15-16,0.84,100.4,825,10.9,11.3,2.3,0.123,0.6,4.47,1.53,No_injury,0
Lance Stephenson,15-16,1.33,97.24,2783,17.8,19.9,6.9,0.194,1.1,4.01,3.21,No_injury,0
Lance Thomas,15-16,1.62,96.57,2629,25.4,22.3,6.5,0.166,1.5,4.38,0.66,Sore_knee,1
Langston Galloway,15-16,1.81,96.38,4083,26.5,24.8,7.2,0.151,0.7,4.37,2.75,No_injury,0
Larry Nance Jr.,15-16,1.5,97.06,2556,15.1,20.1,4.8,0.124,3.7,4.5,0.39,Sore_knee,1
Lavoy Allen,15-16,1.39,96.16,3203,19.1,20.2,4.7,0.128,4.4,4.13,0.28,No_injury,0
LeBron James,15-16,2.31,94.61,5344,46.2,35.6,18.6,0.305,4.4,3.9,3.06,No_injury,0
Leandro Barbosa,15-16,1.15,101.7,2278,18.1,15.9,5.4,0.174,0.7,4.36,1.8,No_injury,0
Lou Amundson,15-16,0.5,95.8,407,7.0,7.0,1.8,0.166,1.6,4.3,0.42,No_injury,0
Lou Williams,15-16,1.85,98.26,3902,25.5,28.5,10.3,0.221,0.5,3.92,2.98,No_injury,0
Luc Mbah a Moute,15-16,1.21,96.95,2544,9.2,17.0,2.8,0.095,2.0,4.26,0.56,No_injury,0
Lucas Nogueira,15-16,0.54,97.82,460,5.1,7.7,1.5,0.12,2.3,4.18,0.26,No_injury,0
Luis Scola,15-16,1.55,95.08,3258,26.2,21.5,7.9,0.19,2.5,4.33,0.61,No_injury,0
Luke Babbitt,15-16,1.34,99.91,1767,16.7,18.0,6.1,0.168,0.7,4.49,1.06,No_injury,0
Luol Deng,15-16,2.32,96.23,4800,29.9,32.4,10.1,0.168,3.5,4.31,0.77,No_injury,0
Manu Ginobili,15-16,1.36,99.1,2335,28.4,19.6,7.5,0.227,1.0,4.19,2.15,No_injury,0
Marc Gasol,15-16,2.09,93.37,3487,50.5,34.4,13.6,0.237,6.6,3.64,0.61,No_injury,0
Marcelo Huertas,15-16,1.21,95.94,1731,13.7,16.4,4.3,0.161,0.5,4.45,4.47,No_injury,0
Marcin Gortat,15-16,2.12,99.1,4658,26.4,30.1,10.2,0.186,10.9,4.23,0.31,No_injury,0
Marco Belinelli,15-16,1.78,101.06,3527,26.0,24.6,9.3,0.193,0.8,4.33,1.47,No_injury,0
Marcus Morris Sr.,15-16,2.47,96.26,5739,33.6,35.7,11.8,0.182,1.7,4.15,1.05,No_injury,0
Marcus Smart,15-16,1.9,102.13,3544,24.3,27.3,8.7,0.168,2.4,4.18,2.62,Knee_injury,1
Marcus Thornton,15-16,1.27,101.86,2363,18.9,18.2,8.9,0.235,1.0,4.2,2.08,No_injury,0
Mario Chalmers,15-16,1.53,96.75,2772,19.0,22.5,7.3,0.214,0.8,4.08,5.18,No_injury,0
Mario Hezonja,15-16,1.36,98.46,2899,16.5,17.9,5.3,0.166,0.8,4.58,1.7,No_injury,0
Markel Brown,15-16,1.13,97.82,1995,16.9,15.8,5.2,0.183,0.9,4.28,2.16,No_injury,0
Markieff Morris,15-16,1.64,99.69,3377,29.7,25.5,11.2,0.24,3.0,3.87,0.61,No_injury,0
Marreese Speights,15-16,0.75,100.1,1732,16.8,11.6,6.3,0.293,2.5,3.89,0.35,No_injury,0
Marvin Williams,15-16,2.03,96.24,4695,28.3,28.9,9.2,0.166,2.3,4.23,0.36,Sprained_ankle,1
Mason Plumlee,15-16,1.79,97.85,4233,27.0,25.4,6.3,0.171,6.0,4.23,0.88,No_injury,0
Matt Barnes,15-16,2.06,95.57,4355,30.2,28.8,9.1,0.175,2.3,4.3,0.68,No_injury,0
Matt Bonner,15-16,0.5,94.41,408,7.0,6.9,1.9,0.14,0.3,4.35,0.45,No_injury,0
Matthew Dellavedova,15-16,1.73,95.2,3704,23.9,24.6,6.7,0.155,0.5,4.25,4.23,No_injury,0
Maurice Harkless,15-16,1.38,98.57,2987,15.3,18.7,5.3,0.153,2.4,4.43,0.77,No_injury,0
Metta World Peace,15-16,1.14,95.53,1170,15.6,16.9,5.1,0.162,0.9,4.09,1.09,No_injury,0
Meyers Leonard,15-16,1.41,97.31,2708,24.1,21.8,7.1,0.174,2.2,3.9,0.44,No_injury,0
Michael Beasley,15-16,1.31,101.34,764,19.3,18.1,10.3,0.284,3.2,4.33,1.09,No_injury,0
Michael Carter-Williams,15-16,2.26,97.03,3330,23.8,30.5,10.3,0.206,2.4,4.45,4.37,No_injury,0
Mike Conley,15-16,2.25,93.74,3449,31.9,31.4,12.4,0.225,0.9,4.3,5.09,No_injury,0
Mike Dunleavy,15-16,1.69,97.04,1424,23.3,22.7,6.1,0.141,1.4,4.48,0.76,No_injury,0
Mike Miller,15-16,0.56,99.55,782,8.0,7.9,1.3,0.089,0.1,4.21,0.81,No_injury,0
Mike Muscala,15-16,0.71,98.99,1166,10.7,9.4,2.5,0.152,2.2,4.51,0.3,No_injury,0
Mike Scott,15-16,1.12,99.69,2375,15.5,15.3,5.0,0.171,2.4,4.43,0.54,No_injury,0
Miles Plumlee,15-16,1.04,96.84,1754,10.8,14.3,3.8,0.151,5.2,4.39,0.37,No_injury,0
Mirza Teletovic,15-16,1.49,101.84,3573,24.4,21.3,9.8,0.229,1.7,4.21,0.59,No_injury,0
Mitch McGary,15-16,0.27,107.99,167,3.3,3.6,1.2,0.192,0.7,4.49,0.51,No_injury,0
Mo Williams,15-16,1.26,95.58,1490,16.5,18.2,7.4,0.222,0.3,4.16,5.36,No_injury,0
Monta Ellis,15-16,2.3,98.72,5625,35.0,33.8,12.6,0.208,0.8,4.09,3.18,No_injury,0
Montrezl Harrell,15-16,0.69,101.99,804,6.5,9.7,2.3,0.141,1.7,4.3,0.49,No_injury,0
Myles Turner,15-16,1.63,99.76,2842,19.7,22.8,8.8,0.207,5.0,4.29,0.3,No_injury,0
Nemanja Bjelica,15-16,1.28,98.3,2200,16.7,17.9,3.9,0.123,1.6,4.28,0.67,No_injury,0
Nene,15-16,1.28,101.3,2309,21.7,19.2,6.7,0.218,4.9,4.02,0.49,No_injury,0
Nerlens Noel,15-16,2.05,99.14,4048,31.4,29.3,8.8,0.187,7.5,4.2,0.68,Sore_knee,1
Nick Collison,15-16,0.83,97.78,1420,10.3,11.9,1.8,0.105,2.2,4.2,0.5,No_injury,0
Nick Young,15-16,1.25,96.66,2080,16.6,19.1,6.9,0.182,0.3,3.91,1.42,No_injury,0
Nicolas Batum,15-16,2.53,96.9,4948,48.2,35.0,12.5,0.209,1.3,4.36,1.94,Sore_ankle,1
Nik Stauskas,15-16,1.85,100.26,3785,29.2,24.8,7.5,0.163,0.6,4.48,1.7,No_injury,0
Nikola Jokic,15-16,1.51,96.5,3488,24.2,21.7,7.5,0.194,6.1,4.18,0.6,No_injury,0
Nikola Mirotic,15-16,1.74,98.27,3379,27.1,24.9,9.2,0.209,2.3,4.19,0.63,No_injury,0
Nikola Vucevic,15-16,2.08,96.76,4107,40.8,31.3,16.1,0.265,7.6,4.01,0.64,No_injury,0
Noah Vonleh,15-16,1.09,96.29,2345,10.1,15.0,3.6,0.13,1.9,4.35,0.5,Sprained_ankle,1
Norman Powell,15-16,1.11,94.78,1431,13.5,14.8,4.7,0.174,0.4,4.43,1.98,No_injury,0
Norris Cole,15-16,1.92,98.94,2473,23.6,26.6,10.8,0.212,0.3,4.36,3.9,No_injury,0
O.J. Mayo,15-16,1.8,96.89,2196,24.7,26.6,7.8,0.165,0.5,4.06,2.07,No_injury,0
Omer Asik,15-16,1.16,97.39,2393,12.1,17.3,2.9,0.114,4.3,4.04,0.26,No_injury,0
Omri Casspi,15-16,1.95,102.22,3990,23.9,27.3,9.0,0.174,2.2,4.31,0.73,No_injury,0
Otto Porter Jr.,15-16,2.27,99.92,4726,23.6,30.3,9.6,0.159,2.7,4.49,0.94,No_injury,0
P.J. Tucker,15-16,2.09,99.32,5246,31.2,31.0,7.1,0.125,3.1,4.06,0.93,No_injury,0
PJ Hairston,15-16,1.41,96.45,2622,15.2,19.9,6.2,0.161,0.4,4.27,0.92,No_injury,0
Pablo Prigioni,15-16,1.07,96.92,1663,11.8,13.9,2.5,0.108,0.4,4.62,4.48,No_injury,0
Pat Connaughton,15-16,0.3,100.04,300,4.4,4.2,1.4,0.178,0.4,4.26,2.08,No_injury,0
Patrick Beverley,15-16,2.17,98.35,4176,23.7,28.7,8.4,0.153,1.2,4.54,3.13,Sprained_ankle,1
Patrick Patterson,15-16,1.68,93.61,3957,25.3,25.6,6.2,0.127,1.2,3.98,0.42,Sore_ankle,1
Patty Mills,15-16,1.63,98.06,3381,21.8,20.5,7.6,0.189,0.8,4.77,4.14,No_injury,0
Pau Gasol,15-16,2.07,97.47,4656,47.6,31.8,13.8,0.244,5.3,3.91,0.51,No_injury,0
Paul George,15-16,2.48,98.79,5811,41.5,34.8,17.9,0.296,2.3,4.28,2.26,No_injury,0
Paul Millsap,15-16,2.28,98.39,5426,44.5,32.7,13.2,0.238,6.3,4.2,1.09,No_injury,0
Paul Pierce,15-16,1.12,97.75,2519,16.7,18.1,5.8,0.177,0.2,3.74,0.78,No_injury,0
Phil Pressey,15-16,0.97,105.93,626,9.7,12.3,3.4,0.174,0.3,4.76,5.37,No_injury,0
Quincy Acy,15-16,1.08,101.46,1844,10.4,14.8,3.6,0.128,2.5,4.32,0.29,No_injury,0
RJ Hunter,15-16,0.62,101.78,667,7.5,8.7,2.7,0.15,0.1,4.27,1.27,No_injury,0
Rajon Rondo,15-16,2.42,102.1,5393,32.1,35.2,10.9,0.186,1.9,4.1,4.66,No_injury,0
Ramon Sessions,15-16,1.43,101.2,3512,17.3,20.3,7.2,0.214,0.6,4.23,3.83,No_injury,0
Randy Foye,15-16,1.38,97.21,3321,15.7,20.3,6.0,0.157,0.3,4.1,4.01,No_injury,0
Rashad Vaughn,15-16,1.05,96.34,2017,9.3,14.3,3.8,0.13,0.2,4.4,1.08,No_injury,0
Rasual Butler,15-16,0.67,96.55,876,9.7,9.4,2.3,0.123,0.3,4.29,0.7,No_injury,0
Raul Neto,15-16,1.39,92.26,2871,16.5,18.5,5.2,0.172,0.3,4.5,4.31,No_injury,0
Ray McCallum,15-16,0.91,94.66,936,10.8,11.6,3.6,0.164,0.5,4.74,4.65,No_injury,0
Raymond Felton,15-16,1.89,96.51,4409,29.4,27.4,8.5,0.179,0.7,4.15,3.6,No_injury,0
Reggie Bullock,15-16,0.87,95.14,852,9.0,11.6,2.6,0.113,0.5,4.51,0.46,No_injury,0
Reggie Jackson,15-16,2.12,96.84,4896,19.7,30.7,15.7,0.283,1.1,4.16,6.43,No_injury,0
Richard Jefferson,15-16,1.19,95.52,2634,14.4,17.9,4.2,0.133,0.5,3.99,0.78,No_injury,0
Richaun Holmes,15-16,0.98,101.33,1482,12.8,13.8,4.4,0.171,3.3,4.27,0.39,No_injury,0
Ricky Rubio,15-16,2.19,97.12,4696,22.2,30.6,7.7,0.173,0.4,4.3,5.63,No_injury,0
Robert Covington,15-16,2.01,100.34,3978,30.1,28.4,10.6,0.209,1.5,4.26,0.72,No_injury,0
Robert Sacre,15-16,0.85,99.12,658,9.5,12.8,3.0,0.139,2.7,4.0,0.3,No_injury,0
Robin Lopez,15-16,1.88,94.06,4346,26.2,27.1,8.1,0.174,8.5,4.17,0.35,No_injury,0
Rodney Hood,15-16,2.24,91.26,4822,41.2,32.2,12.3,0.215,0.7,4.19,2.54,Sore_lower_back,1
Rodney Stuckey,15-16,1.45,97.47,2599,23.1,22.0,7.6,0.202,0.7,3.96,2.66,No_injury,0
Rondae Hollis-Jefferson,15-16,1.58,98.58,1254,16.9,21.2,4.8,0.131,2.2,4.5,1.29,No_injury,0
Ronnie Price,15-16,1.46,100.38,2525,18.4,19.5,4.9,0.135,0.3,4.5,3.47,No_injury,0
Roy Hibbert,15-16,1.58,96.97,3791,17.1,23.2,5.1,0.13,4.3,4.09,0.39,No_injury,0
Rudy Gay,15-16,2.38,101.1,5006,30.9,34.0,14.4,0.222,4.1,4.21,1.47,Sprained_ankle,1
Rudy Gobert,15-16,2.22,91.82,3681,36.5,31.7,5.8,0.143,9.5,4.21,0.37,Sprained_ankle,1
Russell Westbrook,15-16,2.37,98.87,5661,28.9,34.4,18.1,0.311,2.4,4.15,5.58,No_injury,0
Ryan Anderson,15-16,2.05,99.3,4166,30.1,30.4,14.1,0.238,3.1,4.06,0.8,No_injury,0
Ryan Hollins,15-16,0.84,94.24,895,8.3,12.4,2.1,0.116,3.5,4.09,0.36,No_injury,0
Ryan Kelly,15-16,0.9,100.02,973,10.9,13.1,4.1,0.173,1.0,4.13,0.65,No_injury,0
Salah Mejri,15-16,0.83,96.61,799,7.8,11.7,2.3,0.138,3.4,4.28,0.37,No_injury,0
Sasha Kaun,15-16,0.27,101.64,208,2.9,3.8,0.7,0.119,1.0,4.28,0.46,No_injury,0
Sasha Vujacic,15-16,1.11,96.91,1826,19.0,14.9,4.5,0.159,0.2,4.47,2.07,No_injury,0
Sean Kilpatrick,15-16,1.41,99.01,1268,20.1,19.9,8.7,0.227,0.9,4.27,1.7,No_injury,0
Serge Ibaka,15-16,2.11,98.34,5126,24.3,32.1,11.1,0.174,4.6,3.96,0.35,No_injury,0
Sergey Karasev,15-16,0.73,100.46,832,8.8,10.0,1.9,0.117,0.4,4.37,1.27,No_injury,0
Seth Curry,15-16,1.11,101.31,1459,10.8,15.7,5.1,0.172,0.2,4.3,4.4,Sprained_ankle,1
Shabazz Muhammad,15-16,1.48,97.71,3424,17.6,20.5,8.3,0.222,3.0,4.35,1.22,No_injury,0
Shabazz Napier,15-16,0.82,96.86,1212,10.9,10.9,3.7,0.196,0.2,4.5,4.59,No_injury,0
Shane Larkin,15-16,1.62,97.18,3545,20.0,22.4,6.4,0.172,0.5,4.34,5.47,No_injury,0
Shaun Livingston,15-16,1.42,98.89,3127,18.8,19.5,4.9,0.14,1.8,4.39,3.1,No_injury,0
Shelvin Mack,15-16,1.55,93.65,2062,22.9,20.3,8.0,0.229,0.7,4.57,4.5,No_injury,0
Solomon Hill,15-16,1.01,98.81,1773,12.2,14.7,3.5,0.128,1.2,4.13,0.95,No_injury,0
Sonny Weems,15-16,0.83,103.06,1065,11.1,11.6,2.6,0.129,0.4,4.33,1.79,No_injury,0
Spencer Hawes,15-16,1.24,97.85,2114,19.5,18.2,5.4,0.168,3.0,4.12,0.62,No_injury,0
Stanley Johnson,15-16,1.7,98.1,3441,20.8,23.1,8.2,0.191,1.2,4.43,1.7,No_injury,0
Stephen Curry,15-16,2.46,102.75,5779,35.7,34.2,20.2,0.314,2.4,4.32,3.86,No_injury,0
Steve Blake,15-16,1.24,97.62,2011,12.9,17.0,4.1,0.143,0.2,4.4,5.95,No_injury,0
Steven Adams,15-16,1.79,97.96,4105,17.8,25.2,5.3,0.125,8.0,4.27,0.24,No_injury,0
T.J. McConnell,15-16,1.6,99.55,3328,21.0,19.8,5.7,0.167,0.5,4.85,4.98,No_injury,0
T.J. Warren,15-16,1.68,100.71,2242,24.4,22.8,9.4,0.195,2.5,4.43,1.2,No_injury,0
Taj Gibson,15-16,1.82,96.36,3870,23.0,26.5,6.8,0.144,6.9,4.13,0.68,No_injury,0
Tarik Black,15-16,0.89,96.85,993,8.4,12.7,2.7,0.13,3.3,4.23,0.36,No_injury,0
Tayshaun Prince,15-16,1.28,94.85,2882,13.1,19.0,3.0,0.081,0.9,4.06,0.84,No_injury,0
Terrence Jones,15-16,1.44,99.61,2159,18.8,20.9,7.3,0.19,3.4,4.15,0.88,No_injury,0
Terrence Ross,15-16,1.73,94.21,3448,18.2,23.9,8.6,0.178,0.3,4.33,1.43,No_injury,0
Terry Rozier,15-16,0.61,101.06,657,8.1,8.0,2.7,0.168,0.5,4.52,4.02,No_injury,0
Thabo Sefolosha,15-16,1.67,99.01,3587,23.1,23.4,4.9,0.121,2.0,4.29,1.13,No_injury,0
Thaddeus Young,15-16,2.35,96.3,4826,32.3,33.0,13.2,0.217,5.9,4.29,0.89,No_injury,0
Thomas Robinson,15-16,0.92,98.34,1867,10.8,12.9,4.1,0.186,3.8,4.26,0.67,No_injury,0
Tiago Splitter,15-16,1.12,99.03,1197,14.6,16.1,4.3,0.15,5.3,4.21,0.49,No_injury,0
Tim Duncan,15-16,1.61,94.41,3030,28.6,25.2,7.2,0.171,6.6,3.84,0.43,No_injury,0
Tim Frazier,15-16,1.04,97.78,1508,12.6,14.5,4.5,0.192,0.8,4.31,5.17,No_injury,0
Tim Hardaway Jr.,15-16,1.21,98.54,1766,15.4,16.9,5.2,0.159,0.2,4.3,1.17,No_injury,0
Timofey Mozgov,15-16,1.29,94.76,2611,12.6,17.4,4.7,0.16,5.1,4.44,0.36,No_injury,0
Tobias Harris,15-16,2.38,95.88,5017,33.7,33.1,11.7,0.192,2.7,4.34,1.1,Sore_ankle,1
Toney Douglas,15-16,1.62,99.53,2615,17.6,20.7,7.3,0.189,0.5,4.71,4.66,No_injury,0
Tony Allen,15-16,1.75,93.77,3142,21.0,25.3,7.3,0.167,3.1,4.17,1.61,No_injury,0
Tony Parker,15-16,2.1,94.58,3899,25.9,27.5,9.9,0.211,0.8,4.59,5.88,No_injury,0
Tony Snell,15-16,1.44,98.49,2663,14.1,20.3,5.3,0.134,0.5,4.24,1.98,No_injury,0
Trevor Ariza,15-16,2.38,98.33,5868,36.7,35.3,10.6,0.156,1.2,4.05,0.98,No_injury,0
Trevor Booker,15-16,1.49,94.22,3180,25.5,20.7,4.9,0.141,4.4,4.34,0.41,No_injury,0
Trey Burke,15-16,1.55,93.52,2666,21.4,21.3,9.9,0.242,0.2,4.35,4.78,No_injury,0
Trey Lyles,15-16,1.22,92.52,2665,22.0,17.3,5.5,0.178,1.6,4.26,0.55,No_injury,0
Tristan Thompson,15-16,1.98,94.81,4466,16.8,27.7,5.1,0.114,7.7,4.3,0.36,No_injury,0
Troy Daniels,15-16,0.85,99.93,995,11.5,11.1,4.3,0.195,0.2,4.61,1.16,No_injury,0
Ty Lawson,15-16,1.53,101.33,2984,16.3,21.4,5.4,0.145,0.3,4.29,4.31,No_injury,0
Tyler Ennis,15-16,1.06,95.6,1306,12.2,14.2,4.1,0.168,0.4,4.49,4.73,No_injury,0
Tyler Hansbrough,15-16,0.54,98.41,700,4.9,7.8,1.6,0.144,1.8,4.14,0.66,No_injury,0
Tyler Johnson,15-16,1.72,94.02,1688,22.5,24.0,6.8,0.167,1.3,4.31,3.69,No_injury,0
Tyler Zeller,15-16,0.85,101.96,1508,14.2,11.8,4.8,0.225,3.4,4.3,0.48,No_injury,0
Tyreke Evans,15-16,2.06,94.73,1506,36.0,30.6,12.6,0.254,1.4,4.05,4.24,No_injury,0
Tyson Chandler,15-16,1.6,98.87,3328,21.6,24.5,4.8,0.126,7.4,3.92,0.33,No_injury,0
Tyus Jones,15-16,1.16,99.57,1184,10.1,15.5,4.2,0.151,0.2,4.51,5.37,No_injury,0
Udonis Haslem,15-16,0.45,95.43,516,6.5,7.0,1.6,0.131,1.0,3.85,0.37,No_injury,0
Victor Oladipo,15-16,2.47,97.87,4849,36.9,33.0,13.5,0.224,1.4,4.51,3.26,No_injury,0
Vince Carter,15-16,1.13,97.16,2034,17.8,16.8,5.7,0.177,1.0,4.04,1.08,No_injury,0
Wayne Ellington,15-16,1.55,97.07,3268,19.2,21.2,7.4,0.172,0.5,4.39,1.61,No_injury,0
Wesley Johnson,15-16,1.47,99.56,3468,15.3,20.8,6.4,0.153,1.0,4.24,0.42,No_injury,0
Wesley Matthews,15-16,2.39,95.16,5243,34.7,33.9,10.9,0.171,1.1,4.23,1.11,No_injury,0
Will Barton,15-16,2.02,97.27,4778,29.7,28.7,12.0,0.226,1.3,4.23,2.5,No_injury,0
Willie Cauley-Stein,15-16,1.62,101.51,2965,11.9,21.4,5.1,0.131,5.9,4.54,0.44,No_injury,0
Willie Reed,15-16,0.77,98.06,861,7.8,10.9,3.4,0.175,3.0,4.24,0.37,No_injury,0
Zach LaVine,15-16,2.03,98.5,4705,24.9,28.0,11.7,0.228,1.1,4.37,3.81,No_injury,0
Zach Randolph,15-16,1.91,93.26,3932,34.9,29.7,13.3,0.247,6.1,3.87,0.91,No_injury,0
Zaza Pachulia,15-16,1.76,94.4,3940,24.6,26.4,6.2,0.163,7.2,4.02,0.35,No_injury,0
AJ Price,14-15,0.89,93.11,627,11.6,12.4,5.3,0.218,0.3,4.29,5.92,No_injury,0
Aaron Brooks,14-15,1.58,94.35,3715,21.3,23.0,10.0,0.246,0.4,4.15,5.82,No_injury,0
Aaron Gordon,14-15,1.26,96.52,1585,12.6,17.0,4.4,0.151,1.8,4.46,1.17,Sprained_ankle,1
Adreian Payne,14-15,1.62,94.59,1459,19.4,23.1,6.9,0.173,3.3,4.2,0.44,No_injury,0
Al Horford,14-15,2.03,96.02,4627,39.6,30.5,12.7,0.22,6.3,4.01,0.59,No_injury,0
Al Jefferson,14-15,1.93,93.78,3900,31.3,30.6,15.5,0.265,5.5,3.79,0.56,No_injury,0
Al-Farouq Aminu,14-15,1.4,98.6,2784,14.8,18.5,4.8,0.146,2.7,4.56,0.69,No_injury,0
Alan Anderson,14-15,1.61,95.67,3466,17.4,23.6,5.9,0.139,1.0,4.11,1.37,No_injury,0
Alec Burks,14-15,2.35,91.8,1717,45.6,33.3,11.1,0.206,1.0,4.24,2.31,No_injury,0
Alex Len,14-15,1.5,99.23,3131,14.0,22.0,5.1,0.133,5.4,4.11,0.24,Sprained_ankle,1
Alexey Shved,14-15,1.28,97.85,1569,23.3,18.3,8.0,0.251,0.7,4.22,3.13,No_injury,0
Alexis Ajinca,14-15,0.93,92.48,1839,12.0,14.1,4.8,0.21,3.9,3.97,0.53,No_injury,0
Allen Crabbe,14-15,0.98,98.0,1396,10.9,13.4,3.0,0.111,0.3,4.37,0.61,No_injury,0
Alonzo Gee,14-15,0.9,100.17,1373,10.6,12.2,3.4,0.164,1.3,4.42,1.31,No_injury,0
Amar'e Stoudemire,14-15,1.38,94.16,2444,20.2,21.1,8.3,0.232,5.4,3.9,0.47,No_injury,0
Amir Johnson,14-15,1.8,94.54,3893,24.8,26.4,6.9,0.155,6.1,4.08,0.42,No_injury,0
Anderson Varejao,14-15,1.79,93.23,1236,22.0,24.4,7.7,0.182,6.8,4.41,0.41,No_injury,0
Andre Drummond,14-15,2.05,94.34,4903,21.3,30.5,11.7,0.217,12.6,4.05,0.55,No_injury,0
Andre Iguodala,14-15,1.89,99.49,4283,27.5,26.9,6.4,0.131,1.1,4.17,2.03,No_injury,0
Andre Miller,14-15,1.02,93.8,2445,14.3,15.5,3.6,0.152,1.1,3.96,5.12,No_injury,0
Andre Roberson,14-15,1.48,98.87,2628,15.9,19.2,3.0,0.088,1.7,4.66,0.57,Sprained_ankle,1
Andrea Bargnani,14-15,1.77,94.03,1543,35.1,27.1,12.4,0.258,3.8,3.92,0.44,No_injury,0
